approach,mechanism,missingratio,n,nrmse,r2,LR_mse
MICE,MAR,0.7,19,0.0417286608953,0.292044322384,0.00760084359122
MICE,MAR,0.7,2,0.051522181799,0.303570249455,0.00747709747027
MICE,MAR,0.7,3,0.0494610416253,0.27242372046,0.0078114967876
MICE,MAR,0.7,4,0.0500414414167,0.265791639671,0.00788270097503
MICE,MAR,0.7,5,0.0494315594484,0.403896970607,0.00639995699437
MICE,MAR,0.7,6,0.0499764235235,0.444566719185,0.00596331327838
MICE,MAR,0.7,7,0.0499558423558,0.248239601384,0.00807114539598
MICE,MAR,0.7,8,0.0487724039247,0.00999653977432,0.010629000789
MICE,MAR,0.7,9,0.0277613913618,0.368051247532,0.00678480839556
MICE,MCAR,0.1,0,0.0410103502689,0.137414266181,0.0092610024244
MICE,MCAR,0.1,1,0.0417350628954,0.152916748864,0.00909456270243
MICE,MCAR,0.1,10,0.0410457249527,0.159446639947,0.0090244556571
MICE,MCAR,0.1,11,0.0409847359883,0.18885759804,0.00870868999633
MICE,MCAR,0.1,12,0.0400776417447,0.132846207401,0.00931004659681
MICE,MCAR,0.1,13,0.0413561400714,0.155543763526,0.00906635821423
MICE,MCAR,0.1,14,0.0421726495678,0.168601020798,0.00892617123164
MICE,MCAR,0.1,15,0.0411639479485,0.158278333188,0.00903699898039
MICE,MCAR,0.1,16,0.0418121177551,0.158504427899,0.00903457155366
MICE,MCAR,0.1,17,0.0417514971018,0.165028400974,0.00896452804599
MICE,MCAR,0.1,18,0.0420043548459,0.139670514197,0.00923677860812
MICE,MCAR,0.1,19,0.0407048487572,0.170099847424,0.008910079339
MICE,MCAR,0.1,2,0.0412651993366,0.1769278046,0.00883677215864
MICE,MCAR,0.1,3,0.0420565026013,0.150057147619,0.00912526431623
MICE,MCAR,0.1,4,0.0421952210237,0.133477480592,0.00930326904145
MICE,MCAR,0.1,5,0.0409600891036,0.128626647431,0.00935534917205
MICE,MCAR,0.1,6,0.0407822652714,0.132752921368,0.00931104814615
MICE,MCAR,0.1,7,0.0418910153067,0.15233962767,0.00910075886424
MICE,MCAR,0.1,8,0.0413894619684,0.158385823177,0.00903584493273
MICE,MCAR,0.1,9,0.0419054977615,0.150333331016,0.00912229912099
MICE,MCAR,0.3,0,0.0421329513501,0.07303070616,0.00995224537229
MICE,MCAR,0.3,1,0.0426135374112,0.151693129241,0.00910769988272
MICE,MCAR,0.3,10,0.0433347904979,0.132050631285,0.00931858816206
MICE,MCAR,0.3,11,0.0426303332242,-0.00217707974361,0.0107597007478
MICE,MCAR,0.3,12,0.0433283258202,0.10300970076,0.00963038108589
MICE,MCAR,0.3,13,0.0427792726727,0.0506100166796,0.0101929612241
MICE,MCAR,0.3,14,0.0426233045711,0.05887871813,0.0101041857422
MICE,MCAR,0.3,15,0.0429817996793,0.117858691907,0.00947095746269
MICE,MCAR,0.3,16,0.0426874998551,-0.00162480489492,0.0107537713445
MICE,MCAR,0.3,17,0.0427340518902,0.119411156614,0.00945428969407
MICE,MCAR,0.3,18,0.0422396478915,0.117062349289,0.00947950725736
MICE,MCAR,0.3,19,0.042503971678,0.12257435558,0.0094203285559
MICE,MCAR,0.3,2,0.0422046005921,0.0952295201255,0.00971391164858
MICE,MCAR,0.3,3,0.0427579434118,0.221259542487,0.0083608121283
MICE,MCAR,0.3,4,0.0421960935211,0.218895368851,0.00838619466932
MICE,MCAR,0.3,5,0.0426857686723,0.221200716411,0.00836144370428
MICE,MCAR,0.3,6,0.0426328920459,0.108360943842,0.0095729283908
MICE,MCAR,0.3,7,0.0425981762517,0.113160542918,0.00952139832609
MICE,MCAR,0.3,8,0.042423812595,0.0463845893812,0.0102383267929
MICE,MCAR,0.3,9,0.0430783592836,0.0464029008943,0.0102381301945
MICE,MCAR,0.5,0,0.044564047497,0.0762277276204,0.00991792110476
MICE,MCAR,0.5,1,0.0450744906855,0.2584893961,0.00796110024918
MICE,MCAR,0.5,10,0.0443205178134,0.162700590589,0.00898952017926
MICE,MCAR,0.5,11,0.0444307641626,0.0371809132312,0.0103371404688
MICE,MCAR,0.5,12,0.0446969194532,0.13072716704,0.00933279730685
MICE,MCAR,0.5,13,0.044241997596,-0.0109059362986,0.0108534166053
MICE,MCAR,0.5,14,0.0442080595995,0.26442671985,0.00789735520044
MICE,MCAR,0.5,15,0.0445314048494,0.118421787972,0.00946491187925
MICE,MCAR,0.5,16,0.0442771289206,0.10779887909,0.00957896290172
MICE,MCAR,0.5,17,0.0442819279325,-0.0672527173348,0.0114583740667
MICE,MCAR,0.5,18,0.0444873898757,0.100356961092,0.00965886176617
MICE,MCAR,0.5,19,0.0444797857326,0.188092577878,0.00871690350288
MICE,MCAR,0.5,2,0.0447984065895,0.220909689039,0.00836456826928
MICE,MCAR,0.5,3,0.0450557151783,0.00781232749911,0.010652451206
MICE,MCAR,0.5,4,0.044909788513,0.123225391722,0.00941333881905
MICE,MCAR,0.5,5,0.0447193713401,0.348369944382,0.00699611330015
MICE,MCAR,0.5,6,0.0447502364998,0.182728783718,0.00877449095046
MICE,MCAR,0.5,7,0.0445256688672,0.123615547932,0.00940914997444
MICE,MCAR,0.5,8,0.0444262744641,0.25663117665,0.00798105070066
MICE,MCAR,0.5,9,0.0445944734123,0.218786340359,0.00838736523485
MICE,MCAR,0.7,0,0.0479101080578,0.333133074135,0.00715970132018
MICE,MCAR,0.7,1,0.0486334719892,0.313123591318,0.00737452966896
MICE,MCAR,0.7,10,0.0482090899984,0.202709727175,0.00855996900957
MICE,MCAR,0.7,11,0.0481459180473,0.252367582108,0.00802682604546
MICE,MCAR,0.7,12,0.0480793758693,0.395892340974,0.00648589731489
MICE,MCAR,0.7,13,0.0487626770058,0.302799657669,0.00748537079559
MICE,MCAR,0.7,14,0.0479139144452,0.289180549647,0.00763158999151
MICE,MCAR,0.7,15,0.0485008592718,0.547020414694,0.00486333691047
MICE,MCAR,0.7,16,0.0481384733734,0.407729382512,0.00635881096732
MICE,MCAR,0.7,17,0.0480913966246,0.0962540328622,0.00970291214492
MICE,MCAR,0.7,18,0.0482105132712,0.0499442185605,0.0102001094503
MICE,MCAR,0.7,19,0.0483177512192,0.368335337773,0.00678175830986
MICE,MCAR,0.7,2,0.0477035215344,0.347745289921,0.00700281979465
MICE,MCAR,0.7,3,0.0480825453892,0.297655769258,0.00754059726315
MICE,MCAR,0.7,4,0.0480985182731,0.251882474141,0.00803203432318
MICE,MCAR,0.7,5,0.0479701618562,0.0904020610905,0.00976574082692
MICE,MCAR,0.7,6,0.0481903120346,0.359574149356,0.00687582129281
MICE,MCAR,0.7,7,0.0479536210027,0.205685517812,0.00852801994848
MICE,MCAR,0.7,8,0.0480226070951,0.332663748214,0.0071647401567
MICE,MCAR,0.7,9,0.04811345361,0.229640281214,0.0082708337776
MeanImputation,MAR,0.1,0,0.209103812998,0.232985834057,0.00823491482858
MeanImputation,MAR,0.1,1,0.287496997813,0.176789808605,0.00883825372877
MeanImputation,MAR,0.1,10,0.14810392401,0.469600299994,0.00569454457114
MeanImputation,MAR,0.1,11,0.0933954435436,0.252960812674,0.00802045692817
MeanImputation,MAR,0.1,12,0.271500157936,0.187054956789,0.0087280437421
MeanImputation,MAR,0.1,13,0.173828750165,0.180799678035,0.0087952024597
MeanImputation,MAR,0.1,14,0.192456099657,0.21069216526,0.00847426694477
MeanImputation,MAR,0.1,15,0.16433985018,0.206168522266,0.00852283425477
MeanImputation,MAR,0.1,16,0.0567988142669,0.250872729257,0.00804287527435
MeanImputation,MAR,0.1,17,0.203198816389,0.542436060264,0.00491255603829
MeanImputation,MAR,0.1,18,0.135205683119,0.568603298364,0.00463161601577
MeanImputation,MAR,0.1,19,0.423881895432,0.188020568919,0.00871767661461
MeanImputation,MAR,0.1,2,0.143658302233,0.232448949177,0.00824067900017
MeanImputation,MAR,0.1,3,0.0562625082289,0.203680681361,0.00854954452801
MeanImputation,MAR,0.1,4,0.229743264588,0.170392132644,0.00890694126934
MeanImputation,MAR,0.1,5,0.0774506078889,0.229418125863,0.00827321891007
MeanImputation,MAR,0.1,6,0.214092170394,0.199994294069,0.0085891227871
MeanImputation,MAR,0.1,7,0.0772028372721,0.640784742975,0.00385665242974
MeanImputation,MAR,0.1,8,0.0765516972742,0.480110946453,0.00558169883474
MeanImputation,MAR,0.1,9,0.0553753596299,0.250184272947,0.00805026676636
MeanImputation,MAR,0.3,0,0.366177175876,0.590713109103,0.00439423785981
MeanImputation,MAR,0.3,1,0.388453566892,-0.116652374298,0.011988744933
MeanImputation,MAR,0.3,10,0.171698592901,0.187267736041,0.0087257592745
MeanImputation,MAR,0.3,11,0.316399704501,0.255523170022,0.00799294662202
MeanImputation,MAR,0.3,12,0.505101242835,0.238714785567,0.00817340693234
MeanImputation,MAR,0.3,13,0.358848130905,0.206903794345,0.00851494013336
MeanImputation,MAR,0.3,14,0.254801672515,0.225206400212,0.0083184373735
MeanImputation,MAR,0.3,15,0.332460791238,0.276387779814,0.0077689373505
MeanImputation,MAR,0.3,16,0.208813459515,0.591800066751,0.00438256792717
MeanImputation,MAR,0.3,17,0.287927597145,0.202749731854,0.00855953950626
MeanImputation,MAR,0.3,18,0.683658782222,0.188069513054,0.00871715113437
MeanImputation,MAR,0.3,19,0.245601647292,0.184050209138,0.00876030369516
MeanImputation,MAR,0.3,2,0.457146225106,0.0662805981112,0.010024716739
MeanImputation,MAR,0.3,3,0.269508162603,-0.343382257179,0.0144229910754
MeanImputation,MAR,0.3,4,0.493672241598,0.440660636944,0.00600525025425
MeanImputation,MAR,0.3,5,0.370016218401,0.197460938037,0.00861632172563
