approach,mechanism,missingratio,n,nrmse,r2,LR_mse
MeanImputation,MAR,0.3,6,0.078096786254,0.516363003821,0.00519248489575
MeanImputation,MAR,0.3,7,0.660339898367,0.166575872298,0.00894791388797
MeanImputation,MAR,0.3,8,0.285748617753,0.20566841941,0.00852820352252
MeanImputation,MAR,0.3,9,0.12674237403,0.659084965858,0.00366017525438
MeanImputation,MAR,0.5,0,0.275572726141,0.389320690217,0.00655645270574
MeanImputation,MAR,0.5,1,0.614572576814,0.18898543032,0.00870731754718
MeanImputation,MAR,0.5,10,0.103720186692,0.580183284943,0.00450728949427
MeanImputation,MAR,0.5,11,0.0946887289869,0.228291148613,0.00828531850625
MeanImputation,MAR,0.5,12,0.38099376478,0.234742506553,0.0082160546184
MeanImputation,MAR,0.5,13,0.530731271375,-0.391115519699,0.0149354709862
MeanImputation,MAR,0.5,14,0.479441789171,0.221141102359,0.00836208374023
MeanImputation,MAR,0.5,15,0.130928740786,0.217589895392,0.00840021065915
MeanImputation,MAR,0.5,16,0.176867341016,0.592587235523,0.00437411662589
MeanImputation,MAR,0.5,17,0.627841675303,0.6021347297,0.00427161160726
MeanImputation,MAR,0.5,18,0.505025450391,-0.013621293038,0.0108825695629
MeanImputation,MAR,0.5,19,0.460226520812,0.250508320088,0.00804678769031
MeanImputation,MAR,0.5,2,0.117664562443,0.222928023968,0.00834289876568
MeanImputation,MAR,0.5,3,0.187110629393,-0.21508430534,0.0130455423228
MeanImputation,MAR,0.5,4,0.660308315933,0.197109550536,0.0086200943367
MeanImputation,MAR,0.5,5,0.220813739397,-0.384929321863,0.0148690539439
MeanImputation,MAR,0.5,6,0.435687511043,-0.427156858251,0.0153224225791
MeanImputation,MAR,0.5,7,0.627227720584,0.188494962071,0.00871258337465
MeanImputation,MAR,0.5,8,0.0831470862137,0.738105839371,0.0028117813238
MeanImputation,MAR,0.5,9,0.252046981662,0.549383645749,0.0048379644893
MeanImputation,MAR,0.7,0,0.686489876783,0.207888991826,0.00850436273113
MeanImputation,MAR,0.7,1,0.459196165426,0.0539850471206,0.0101567257939
MeanImputation,MAR,0.7,10,0.783418405186,-0.0793215768683,0.0115879492881
MeanImputation,MAR,0.7,11,0.753306101941,0.616348145995,0.00411901172343
MeanImputation,MAR,0.7,12,0.110824084443,0.468769347609,0.00570346594758
MeanImputation,MAR,0.7,13,0.235720133065,0.468642454057,0.00570482831824
MeanImputation,MAR,0.7,14,0.0817334407714,0.490346352085,0.00547180817384
MeanImputation,MAR,0.7,15,0.235889146479,0.634505818541,0.00392406501509
MeanImputation,MAR,0.7,16,0.720073515772,-0.123139772751,0.0120583957636
MeanImputation,MAR,0.7,17,0.754780471276,0.0770357877536,0.00990924550701
MeanImputation,MAR,0.7,18,0.105690425363,0.702588484909,0.0031931072522
MeanImputation,MAR,0.7,19,0.486736394251,-0.35003806398,0.014494449993
MeanImputation,MAR,0.7,2,0.168714382421,0.473349497962,0.00565429195611
MeanImputation,MAR,0.7,3,0.652379307856,0.61144126564,0.00417169359502
MeanImputation,MAR,0.7,4,0.57186959111,0.180114260061,0.00880256133114
MeanImputation,MAR,0.7,5,0.39364700735,0.563031568862,0.00469143592515
MeanImputation,MAR,0.7,6,0.565099507263,0.510256264487,0.00525804884559
MeanImputation,MAR,0.7,7,0.391129010259,0.203454129233,0.00855197686572
MeanImputation,MAR,0.7,8,0.529424553939,0.327332638215,0.00722197669643
MeanImputation,MAR,0.7,9,0.0983967485869,0.724816738323,0.00295445745695
MeanImputation,MCAR,0.1,0,0.0825724252498,0.51322961691,0.00522612596195
MeanImputation,MCAR,0.1,1,0.0784231644599,0.500051157848,0.00536761420659
MeanImputation,MCAR,0.1,10,0.0709188966176,0.461831029695,0.0057779579969
MeanImputation,MCAR,0.1,11,0.0933438718445,0.539511298233,0.00494395723958
MeanImputation,MCAR,0.1,12,0.0724068337788,0.487320028939,0.00550429976846
MeanImputation,MCAR,0.1,13,0.0590669185913,0.398238404893,0.00646070920571
MeanImputation,MCAR,0.1,14,0.0680903345233,0.464687980747,0.00574728483645
MeanImputation,MCAR,0.1,15,0.0579823993114,0.389075142927,0.00655908898172
MeanImputation,MCAR,0.1,16,0.0641695983721,0.457611068311,0.00582326488186
MeanImputation,MCAR,0.1,17,0.0578415161454,0.377696924534,0.00668124925401
MeanImputation,MCAR,0.1,18,0.0583297265393,0.372956547029,0.00673214349658
MeanImputation,MCAR,0.1,19,0.0608661251548,0.422517961158,0.00620003595247
MeanImputation,MCAR,0.1,2,0.0744900989532,0.498647789497,0.00538268122798
MeanImputation,MCAR,0.1,3,0.103127204704,0.545881268228,0.00487556715933
MeanImputation,MCAR,0.1,4,0.0972664708428,0.542425331766,0.00491267122295
MeanImputation,MCAR,0.1,5,0.0567987028632,0.386141409216,0.0065905865059
MeanImputation,MCAR,0.1,6,0.0951553089148,0.529764884819,0.00504859792017
MeanImputation,MCAR,0.1,7,0.0575407826737,0.363408022042,0.00683465958232
MeanImputation,MCAR,0.1,8,0.0573767835313,0.369911748309,0.00676483345101
MeanImputation,MCAR,0.1,9,0.0689183847866,0.450234397366,0.00590246323261
MeanImputation,MCAR,0.3,0,0.06438539606,0.258252510671,0.00796364352858
MeanImputation,MCAR,0.3,1,0.139258572646,0.731623895369,0.00288137359359
MeanImputation,MCAR,0.3,10,0.150534331184,0.722782645302,0.0029762961446
MeanImputation,MCAR,0.3,11,0.0837370388829,0.664815857059,0.00359864653297
MeanImputation,MCAR,0.3,12,0.144629807797,0.725138001632,0.00295100826904
MeanImputation,MCAR,0.3,13,0.098615553295,0.720292025717,0.00300303625066
MeanImputation,MCAR,0.3,14,0.18076543913,0.675772153335,0.00348101615445
MeanImputation,MCAR,0.3,15,0.273127808243,0.475710542477,0.00562894301035
MeanImputation,MCAR,0.3,16,0.171523825689,0.694561616062,0.00327928634019
MeanImputation,MCAR,0.3,17,0.153463279768,0.717895020705,0.00302877128007
MeanImputation,MCAR,0.3,18,0.20120869108,0.634696774176,0.00392201485297
MeanImputation,MCAR,0.3,19,0.206298362444,0.620599860963,0.00407336392162
MeanImputation,MCAR,0.3,2,0.0712230880712,0.585161025318,0.00445384684634
MeanImputation,MCAR,0.3,3,0.0765297237798,0.619947831074,0.00408036432766
MeanImputation,MCAR,0.3,4,0.15793141767,0.711276195067,0.00309983315587
MeanImputation,MCAR,0.3,5,0.108499620403,0.732334565468,0.00287374360709
MeanImputation,MCAR,0.3,6,0.0624168843115,0.406757174208,0.00636924891349
MeanImputation,MCAR,0.3,7,0.27777028542,0.474673951757,0.00564007218719
MeanImputation,MCAR,0.3,8,0.241711527494,0.559890497045,0.00472515949902
MeanImputation,MCAR,0.3,9,0.18411105779,0.67588816493,0.00347977061605
MeanImputation,MCAR,0.5,0,0.291480041314,0.402002419455,0.00642029751489
MeanImputation,MCAR,0.5,1,0.206260113077,0.652954766203,0.00372599108188
MeanImputation,MCAR,0.5,10,0.242327738249,0.551521525847,0.00481501150968
MeanImputation,MCAR,0.5,11,0.414900068655,0.173307549761,0.00887564039809
MeanImputation,MCAR,0.5,12,0.0818609092249,0.514829014684,0.0052089543046
MeanImputation,MCAR,0.5,13,0.136239078851,0.80810433252,0.00206025461829
MeanImputation,MCAR,0.5,14,0.330684948601,0.308179794046,0.00742760789264
MeanImputation,MCAR,0.5,15,0.419198715105,0.152977625145,0.00909390911478
MeanImputation,MCAR,0.5,16,0.0771069198603,0.407883913986,0.00635715186689
MeanImputation,MCAR,0.5,17,0.400993601985,0.185929603772,0.00874012589998
MeanImputation,MCAR,0.5,18,0.280223273694,0.440211424502,0.00601007314587
MeanImputation,MCAR,0.5,19,0.190527088836,0.704889891993,0.0031683985934
MeanImputation,MCAR,0.5,2,0.259720837657,0.488766982407,0.00548876480301
MeanImputation,MCAR,0.5,3,0.0828134038425,0.581579114415,0.00449230341275
MeanImputation,MCAR,0.5,4,0.076169615167,0.335613774784,0.00713306770705
MeanImputation,MCAR,0.5,5,0.165910873573,0.769727502418,0.00247228081195
MeanImputation,MCAR,0.5,6,0.410056597657,0.170733706779,0.00890327401776
MeanImputation,MCAR,0.5,7,0.0726616480774,0.0626808165247,0.0100633651709
MeanImputation,MCAR,0.5,8,0.161962315715,0.776637519674,0.00239809260775
MeanImputation,MCAR,0.5,9,0.266493210176,0.473927716249,0.00564808401556
MeanImputation,MCAR,0.7,0,0.309809790272,0.354416269611,0.00693119797591
MeanImputation,MCAR,0.7,1,0.616719183693,-0.0569421119531,0.0113476760367
MeanImputation,MCAR,0.7,10,0.0872564208197,-0.500332659066,0.0161080618984
MeanImputation,MCAR,0.7,11,0.486306346406,0.0479118319475,0.0102219298174
MeanImputation,MCAR,0.7,12,0.0858443221057,-0.660687798782,0.0178296870997
MeanImputation,MCAR,0.7,13,0.343539064338,0.264942194399,0.00789182089716
MeanImputation,MCAR,0.7,14,0.168448215117,0.759008482431,0.00258736371466
MeanImputation,MCAR,0.7,15,0.0924814400309,-0.381632889689,0.0148336623705
MeanImputation,MCAR,0.7,16,0.0919493217518,0.084267233272,0.0098316063439
MeanImputation,MCAR,0.7,17,0.118846810269,0.578809115428,0.00452204302741
MeanImputation,MCAR,0.7,18,0.251767261,0.518231372343,0.00517242548052
MeanImputation,MCAR,0.7,19,0.55752197068,-0.0128952477433,0.0108747745033
MeanImputation,MCAR,0.7,2,0.614491974212,-0.0649391423283,0.0114335347691
MeanImputation,MCAR,0.7,3,0.0882607656171,-0.445455094775,0.0155188784282
MeanImputation,MCAR,0.7,4,0.0964865086519,-0.413027681943,0.0151707271233
MeanImputation,MCAR,0.7,5,0.142367563888,0.706618967784,0.00314983467046
MeanImputation,MCAR,0.7,6,0.411871155556,0.16673445206,0.00894621132381
MeanImputation,MCAR,0.7,7,0.604529110246,-0.0706151163292,0.0114944738815
MeanImputation,MCAR,0.7,8,0.177393822526,0.752662098968,0.0026555005622
MeanImputation,MCAR,0.7,9,0.0865949791588,-0.528244510442,0.0164077326594
MissForest,MAR,0.1,0,0.0538220602774,0.150837027131,0.00911689127483
MissForest,MAR,0.1,1,0.0123670718234,0.225204598145,0.00831845672108
MissForest,MAR,0.1,10,0.048234958024,0.166847482813,0.00894499778869
MissForest,MAR,0.1,11,0.0136187513249,0.174540407188,0.00886240403772
MissForest,MAR,0.1,12,0.0203517519533,0.173197092271,0.00887682630582
MissForest,MAR,0.1,13,0.0215410315364,0.167715696894,0.00893567635849
MissForest,MAR,0.1,14,0.0145714626267,0.163546088281,0.00898044263964
MissForest,MAR,0.1,15,0.047353613094,0.166998111812,0.00894338058652
MissForest,MAR,0.1,16,0.0170387186593,0.179854061724,0.00880535490555
MissForest,MAR,0.1,17,0.0193866824888,0.143619728259,0.00919437855492
MissForest,MAR,0.1,18,0.0550992938498,0.152824850908,0.00909554934894
MissForest,MAR,0.1,19,0.0230099612508,0.198657926918,0.00860347046169
MissForest,MAR,0.1,2,0.0153646049378,0.138140274712,0.00925320775947
MissForest,MAR,0.1,3,0.0182112010996,0.18637523888,0.00873534141578
MissForest,MAR,0.1,4,0.0595452726016,0.181880056983,0.00878360315814
MissForest,MAR,0.1,5,0.0111403867521,0.0890537827593,0.00978021638385
MissForest,MAR,0.1,6,0.0152271310562,0.163113424153,0.00898508786316
MissForest,MAR,0.1,7,0.0109042959023,0.0389215539838,0.0103184523806
MissForest,MAR,0.1,8,0.0406195613384,0.113632424166,0.00951633205475
MissForest,MAR,0.1,9,0.0152813571332,0.189592546958,0.00870079934449
MissForest,MAR,0.3,0,0.0196832117991,-0.036618399911,0.0111294740202
MissForest,MAR,0.3,1,0.0456249412486,0.109450513159,0.00956123041842
MissForest,MAR,0.3,10,0.0191321935769,0.171362731814,0.00889652059935
MissForest,MAR,0.3,11,0.0494467509273,0.165346967234,0.00896110781448
MissForest,MAR,0.3,12,0.0274406057156,0.204737723122,0.00853819578212
MissForest,MAR,0.3,13,0.0466463469275,0.160136919609,0.00901704458898
MissForest,MAR,0.3,14,0.0156669571582,0.217535148811,0.00840079843634
MissForest,MAR,0.3,15,0.0405544029522,0.248635983558,0.00806688970738
MissForest,MAR,0.3,16,0.0214348351518,-0.0941990245732,0.0117476784302
MissForest,MAR,0.3,17,0.0211408921885,0.175661803287,0.00885036436261
MissForest,MAR,0.3,18,0.0231993556737,0.175446528437,0.00885267562378
MissForest,MAR,0.3,19,0.0543500468385,0.219287490258,0.00838198472571
MissForest,MAR,0.3,2,0.0182505437444,0.0261960766007,0.0104550772658
MissForest,MAR,0.3,3,0.0477795693128,0.22681729046,0.00830114232919
MissForest,MAR,0.3,4,0.0477965908776,0.158979248546,0.00902947372397
MissForest,MAR,0.3,5,0.0252006603989,0.19438205087,0.00864937766476
MissForest,MAR,0.3,6,0.0187974037056,0.182202482947,0.00878014148758
MissForest,MAR,0.3,7,0.0233821221682,0.310724404864,0.00740028811904
MissForest,MAR,0.3,8,0.0393555048306,0.191017045842,0.00868550545879
MissForest,MAR,0.3,9,0.0485381031016,0.0684389234008,0.0100015442531
MissForest,MAR,0.5,0,0.0267735667394,0.160091548083,0.00901753171253
MissForest,MAR,0.5,1,0.0500691155057,0.197950727542,0.00861106318538
MissForest,MAR,0.5,10,0.0480224119844,0.303509768816,0.00747774681017
MissForest,MAR,0.5,11,0.0237646657001,0.295315939278,0.00756571844273
MissForest,MAR,0.5,12,0.0234732295043,0.319784092915,0.00730302034645
MissForest,MAR,0.5,13,0.0479085322663,0.127756699148,0.00936468922121
MissForest,MAR,0.5,14,0.0470145661777,0.167748197221,0.00893532742436
MissForest,MAR,0.5,15,0.0245735107079,0.230026950793,0.00826668236659
MissForest,MAR,0.5,16,0.0249437801407,0.260542862139,0.00793905356648
MissForest,MAR,0.5,17,0.0507117177447,0.227671623031,0.00829196993542
MissForest,MAR,0.5,18,0.0332889843721,0.323641735385,0.0072616034358
MissForest,MAR,0.5,19,0.033577136396,0.309439514391,0.0074140831232
MissForest,MAR,0.5,2,0.0520499878161,0.160578751305,0.00901230093946
MissForest,MAR,0.5,3,0.0354945392101,0.0329270093451,0.0103828117715
MissForest,MAR,0.5,4,0.0255166256892,0.229711544489,0.00827006867178
MissForest,MAR,0.5,5,0.0361128716748,-0.377812968425,0.014792650447
MissForest,MAR,0.5,6,0.0269037975963,0.364867922945,0.00681898560898
MissForest,MAR,0.5,7,0.0225398952659,0.214069431943,0.00843800750561
MissForest,MAR,0.5,8,0.0233707895164,-0.0248365996975,0.0110029807616
MissForest,MAR,0.5,9,0.0495941982217,0.304625596808,0.00746576691608
MissForest,MAR,0.7,0,0.047734880528,0.209775596429,0.00848410752737
MissForest,MAR,0.7,1,0.0496633119098,0.216877627973,0.008407857795
MissForest,MAR,0.7,10,0.0549153429253,0.434794160022,0.00606823466828
MissForest,MAR,0.7,11,0.046689578664,0.251638058901,0.0080346584451
MissForest,MAR,0.7,12,0.0475063092124,0.263967697169,0.007902283418
MissForest,MAR,0.7,13,0.0560830650338,-0.0495150512414,0.0112679366849
MissForest,MAR,0.7,14,0.0498282328491,0.0944951733011,0.00972179583616
MissForest,MAR,0.7,15,0.0509796415111,-0.255222329103,0.0134764772674
MissForest,MAR,0.7,16,0.0537034742632,0.205190254572,0.00853333725653
MissForest,MAR,0.7,17,0.0474245625134,0.286378872576,0.00766166971243
MissForest,MAR,0.7,18,0.0495993188467,0.167951249463,0.0089331473891
MissForest,MAR,0.7,19,0.040789942765,-0.17358004222,0.0125999389859
MissForest,MAR,0.7,2,0.0487925717005,0.224246431981,0.00832874390625
MissForest,MAR,0.7,3,0.0493607489998,0.322694909706,0.00727176886581
MissForest,MAR,0.7,4,0.0492040206216,0.292613322547,0.00759473461946
MissForest,MAR,0.7,5,0.045551052765,0.211968196583,0.00846056705534
MissForest,MAR,0.7,6,0.0484649363749,0.258714707869,0.00795868122837
MissForest,MAR,0.7,7,0.0484510571288,0.284668774465,0.0076800298848
MissForest,MAR,0.7,8,0.0458440973959,-0.0500512242184,0.0112736932133
MissForest,MAR,0.7,9,0.0290388292232,0.0915108800496,0.00975383618409
MissForest,MCAR,0.1,0,0.0323341696606,0.17204366678,0.00888920985895
MissForest,MCAR,0.1,1,0.0329787232507,0.152055307886,0.00910381141438
MissForest,MCAR,0.1,10,0.0328847053538,0.187694189865,0.00872118072683
MissForest,MCAR,0.1,11,0.0318642948795,0.172376162154,0.00888564007991
MissForest,MCAR,0.1,12,0.0312241839637,0.16509358689,0.00896382818868
MissForest,MCAR,0.1,13,0.0323663004608,0.162901525522,0.00898736287613
MissForest,MCAR,0.1,14,0.032696274639,0.179791511244,0.00880602646795
MissForest,MCAR,0.1,15,0.0329382432422,0.150428825945,0.00912127385622
MissForest,MCAR,0.1,16,0.0320028057103,0.165115075356,0.00896359748149
MissForest,MCAR,0.1,17,0.0328288993674,0.13205699618,0.00931851982647
MissForest,MCAR,0.1,18,0.0331462048371,0.171935203963,0.00889037435121
MissForest,MCAR,0.1,19,0.0313871482195,0.159287342163,0.00902616593018
MissForest,MCAR,0.1,2,0.0325246989108,0.185828054077,0.00874121617071
MissForest,MCAR,0.1,3,0.0325353521459,0.144642684771,0.0091833957594
MissForest,MCAR,0.1,4,0.0335219524225,0.144230325206,0.00918782298649
MissForest,MCAR,0.1,5,0.0331257396201,0.140294745374,0.00923007665814
MissForest,MCAR,0.1,6,0.0326218352358,0.130622520096,0.00933392083064
MissForest,MCAR,0.1,7,0.0336215064448,0.168670282445,0.00892542761595
MissForest,MCAR,0.1,8,0.0329411892839,0.175679117501,0.00885017847155
MissForest,MCAR,0.1,9,0.0325881739915,0.177261124699,0.00883319352511
MissForest,MCAR,0.3,0,0.0347772945093,0.093652259875,0.00973084563025
MissForest,MCAR,0.3,1,0.0351162153962,0.160532091951,0.00901280188953
MissForest,MCAR,0.3,10,0.0355825861352,0.131322869356,0.00932640165205
MissForest,MCAR,0.3,11,0.0354064210529,0.114122101006,0.00951107472412
MissForest,MCAR,0.3,12,0.0362069694698,0.0897186745188,0.00977307788856
MissForest,MCAR,0.3,13,0.0352333549275,0.100047092864,0.00966218861276
MissForest,MCAR,0.3,14,0.0351425462718,0.159486769581,0.00902402481223
MissForest,MCAR,0.3,15,0.0355653646732,0.174498143118,0.00886285779859
MissForest,MCAR,0.3,16,0.0353815954997,0.163569535451,0.00898019090316
MissForest,MCAR,0.3,17,0.0357880392373,0.186684976853,0.00873201596765
MissForest,MCAR,0.3,18,0.0350775547565,0.119417424461,0.00945422240042
MissForest,MCAR,0.3,19,0.0355441879495,0.131030514486,0.0093295404695
MissForest,MCAR,0.3,2,0.0344098271297,0.100141141685,0.00966117887388
MissForest,MCAR,0.3,3,0.0354233796159,0.236396676065,0.00819829491376
MissForest,MCAR,0.3,4,0.0352219023033,0.204255232949,0.00854337595434
MissForest,MCAR,0.3,5,0.0351821490426,0.19667439139,0.00862476634755
MissForest,MCAR,0.3,6,0.0351021995632,0.072053798456,0.00996273377276
MissForest,MCAR,0.3,7,0.0354004876909,0.159628160149,0.00902250679687
MissForest,MCAR,0.3,8,0.0351321228373,0.144804429962,0.00918165921015
MissForest,MCAR,0.3,9,0.0350622341293,0.120858698059,0.00943874841591
MissForest,MCAR,0.5,0,0.0385172081504,-0.00184846419953,0.0107561726239
MissForest,MCAR,0.5,1,0.0395121647156,0.109211752667,0.00956379382912
MissForest,MCAR,0.5,10,0.0386081369367,0.216806555167,0.00840862085588
MissForest,MCAR,0.5,11,0.0388129979449,0.221398394402,0.00835932136874
MissForest,MCAR,0.5,12,0.0388861154361,0.191503292506,0.00868028495565
MissForest,MCAR,0.5,13,0.0393695041074,0.105324139141,0.00960553251882
MissForest,MCAR,0.5,14,0.0392326476163,-0.00324343124681,0.0107711494461
MissForest,MCAR,0.5,15,0.0391693690801,0.154769106059,0.00907467519004
MissForest,MCAR,0.5,16,0.0387653494315,0.208232761759,0.00850067190476
MissForest,MCAR,0.5,17,0.0388560023471,0.0567242628349,0.0101273166785
MissForest,MCAR,0.5,18,0.038739804301,0.157824486131,0.00904187163075
MissForest,MCAR,0.5,19,0.0388190782517,0.261018777375,0.00793394398493
MissForest,MCAR,0.5,2,0.0392779726774,0.170381347867,0.00890705705822
MissForest,MCAR,0.5,3,0.0390496011583,0.0787757011977,0.00989056522748
MissForest,MCAR,0.5,4,0.0393363426403,0.054947308665,0.0101463946394
MissForest,MCAR,0.5,5,0.0390875771011,0.0462555330615,0.0102397123837
MissForest,MCAR,0.5,6,0.038717042434,0.186305150657,0.00873609390586
MissForest,MCAR,0.5,7,0.0391528008573,0.149190217437,0.00913457196206
MissForest,MCAR,0.5,8,0.0395132620324,0.163147405075,0.00898472303287
MissForest,MCAR,0.5,9,0.0392504453443,0.0876621452411,0.00979515745918
MissForest,MCAR,0.7,0,0.0453715591408,0.251476187375,0.00803639635072
MissForest,MCAR,0.7,1,0.0455235013494,0.255097939252,0.00799751203859
MissForest,MCAR,0.7,10,0.0469272181721,0.264110075532,0.00790075479735
MissForest,MCAR,0.7,11,0.0468774778784,0.190098747219,0.008695364613
MissForest,MCAR,0.7,12,0.0454627606826,0.0808251775031,0.00986856137987
MissForest,MCAR,0.7,13,0.0466951898391,0.290134114848,0.00762135220379
MissForest,MCAR,0.7,14,0.0457822308505,0.123835826388,0.00940678499292
MissForest,MCAR,0.7,15,0.0455788942979,0.0619551164281,0.0100711565243
MissForest,MCAR,0.7,16,0.0460179272567,0.153145851235,0.00909210298449
MissForest,MCAR,0.7,17,0.0456850501471,0.192132202952,0.00867353276751
MissForest,MCAR,0.7,18,0.0454416618235,0.0975722527937,0.0096887593048
MissForest,MCAR,0.7,19,0.0456413422107,0.38817735609,0.0065687279147
MissForest,MCAR,0.7,2,0.0453553722646,0.217165232648,0.00840476997719
MissForest,MCAR,0.7,3,0.0447962355079,0.0805372331562,0.00987165284451
MissForest,MCAR,0.7,4,0.0457442788525,0.00637157268754,0.0106679196206
MissForest,MCAR,0.7,5,0.046093941061,0.0546369949548,0.0101497262688
MissForest,MCAR,0.7,6,0.0462931913454,0.187159309135,0.0087269233812
MissForest,MCAR,0.7,7,0.0463602494848,0.221811907968,0.00835488175193
MissForest,MCAR,0.7,8,0.0457022514709,-0.16694501676,0.0125287031835
MissForest,MCAR,0.7,9,0.0457440944456,0.050721402648,0.0101917653479
MostFrequent,MAR,0.1,0,0.611269276896,0.223232570187,0.00833962905791
MostFrequent,MAR,0.1,1,0.627646883375,0.177028413926,0.00883569198404
MostFrequent,MAR,0.1,10,0.535658285978,0.456210395225,0.005838302966
MostFrequent,MAR,0.1,11,0.199438006837,0.261225378071,0.00793172585232
MostFrequent,MAR,0.1,12,0.83091957256,0.193532601697,0.00865849762878
MostFrequent,MAR,0.1,13,0.446135499995,0.1839917178,0.00876093167728
MostFrequent,MAR,0.1,14,0.752325511176,0.206909845042,0.00851487517109
MostFrequent,MAR,0.1,15,0.577503064744,0.197698018562,0.00861377635161
MostFrequent,MAR,0.1,16,0.117347138834,0.21721778259,0.00840420578383
MostFrequent,MAR,0.1,17,0.587641618399,0.543243727393,0.00490388465996
MostFrequent,MAR,0.1,18,0.354173635753,0.570981978795,0.00460607772506
MostFrequent,MAR,0.1,19,0.95284532313,0.181267214834,0.00879018283179
MostFrequent,MAR,0.1,2,0.325478869538,0.221208242243,0.00836136290449
MostFrequent,MAR,0.1,3,0.0970296243458,0.203801747994,0.00854824471707
MostFrequent,MAR,0.1,4,0.502256330498,0.170418410372,0.00890665914305
MostFrequent,MAR,0.1,5,0.188031213158,0.169328853985,0.00891835697661
MostFrequent,MAR,0.1,6,0.649670647151,0.186848657751,0.00873025863601
MostFrequent,MAR,0.1,7,0.127272909178,0.640152626824,0.00386343903538
MostFrequent,MAR,0.1,8,0.131030362163,0.471103945596,0.0056784009404
MostFrequent,MAR,0.1,9,0.0865924968055,0.240593739283,0.00815323387099
MostFrequent,MAR,0.3,0,0.652872595443,0.582742472185,0.00447981322342
MostFrequent,MAR,0.3,1,0.667594456123,-0.144528639756,0.0122880336319
MostFrequent,MAR,0.3,10,0.212855800886,0.188341019892,0.0087142361482
MostFrequent,MAR,0.3,11,0.497900350969,0.288393719028,0.00764003766226
MostFrequent,MAR,0.3,12,0.727364024713,0.237454748503,0.00818693510217
MostFrequent,MAR,0.3,13,0.635351815092,0.211307131089,0.00846766447059
MostFrequent,MAR,0.3,14,0.395123363766,0.215445491277,0.00842323368275
MostFrequent,MAR,0.3,15,0.49289791722,0.272478209193,0.00781091177875
MostFrequent,MAR,0.3,16,0.266321386172,0.590334564037,0.00439830204339
MostFrequent,MAR,0.3,17,0.479493423519,0.201014398631,0.00857817061103
MostFrequent,MAR,0.3,18,0.874280631545,0.188255595406,0.00871515329341
MostFrequent,MAR,0.3,19,0.346739974115,0.187718817585,0.00872091631557
MostFrequent,MAR,0.3,2,0.814741157262,0.0511609112005,0.0101870466404
MostFrequent,MAR,0.3,3,0.401872565146,-0.370191913015,0.0147108283047
MostFrequent,MAR,0.3,4,0.88428704857,0.397105518802,0.00647287224113
MostFrequent,MAR,0.3,5,0.483358008396,0.190751755067,0.00868835370727
MostFrequent,MAR,0.3,6,0.115892617477,0.521888230489,0.005133164256
MostFrequent,MAR,0.3,7,0.876759089097,0.180414141843,0.0087993417023
MostFrequent,MAR,0.3,8,0.492011631927,0.206113322118,0.00852342690159
MostFrequent,MAR,0.3,9,0.194315088125,0.661936237131,0.00362956307389
MostFrequent,MAR,0.5,0,0.338341334214,0.267375087816,0.00786570055811
MostFrequent,MAR,0.5,1,0.743702903057,0.190991497353,0.00868577975572
MostFrequent,MAR,0.5,10,0.122532675052,0.597975946144,0.00431626166706
MostFrequent,MAR,0.5,11,0.124653897302,0.220872753401,0.00836496482237
MostFrequent,MAR,0.5,12,0.486538493135,0.197910973733,0.00861148999527
MostFrequent,MAR,0.5,13,0.649729234885,-0.395203394873,0.0149793597504
MostFrequent,MAR,0.5,14,0.618895047521,0.220908507705,0.00836458095247
MostFrequent,MAR,0.5,15,0.154449037679,0.222743990228,0.00834487461207
MostFrequent,MAR,0.5,16,0.208441467112,0.590920451715,0.00439201176174
MostFrequent,MAR,0.5,17,0.732200378198,0.602692503521,0.00426562316517
MostFrequent,MAR,0.5,18,0.556765992406,-0.051801875943,0.0112924887825
MostFrequent,MAR,0.5,19,0.526120354498,0.250333092941,0.00804866898625
MostFrequent,MAR,0.5,2,0.131102017605,0.227325568616,0.00829568528874
MostFrequent,MAR,0.5,3,0.2411516168,-0.241581963353,0.0133300298416
MostFrequent,MAR,0.5,4,0.784932765954,0.197282304127,0.00861823959768
MostFrequent,MAR,0.5,5,0.281216786207,-0.401829169519,0.015050496233
MostFrequent,MAR,0.5,6,0.514242720195,-0.427773017465,0.0153290378658
MostFrequent,MAR,0.5,7,0.779472133124,0.193438434428,0.00865950863936
MostFrequent,MAR,0.5,8,0.107980309992,0.739067049114,0.00280146146177
MostFrequent,MAR,0.5,9,0.307422355606,0.545205503754,0.00488282238763
MostFrequent,MAR,0.7,0,0.752326461887,0.206799075524,0.00851606442885
MostFrequent,MAR,0.7,1,0.490382882617,0.0513270081195,0.0101852633696
MostFrequent,MAR,0.7,10,0.875460994088,-0.0860838004006,0.0116605507305
MostFrequent,MAR,0.7,11,0.845647907025,0.618909717287,0.00409150985665
MostFrequent,MAR,0.7,12,0.122364830373,0.496743894349,0.00540312206869
MostFrequent,MAR,0.7,13,0.259333440977,0.417010807018,0.00625916255965
MostFrequent,MAR,0.7,14,0.0885792380095,0.503792727601,0.00532744349057
MostFrequent,MAR,0.7,15,0.254788300266,0.633650750227,0.00393324530804
MostFrequent,MAR,0.7,16,0.78264993456,-0.162346739961,0.0124793345806
MostFrequent,MAR,0.7,17,0.885241105936,0.0737732950121,0.00994427269561
MostFrequent,MAR,0.7,18,0.110627062751,0.700566649303,0.00321481434022
